Cell_ID,Cell_class_id,Cell_class_name
481,3,Neurons
482,3,Neurons
483,3,Neurons
484,3,Neurons
485,0,Astrocytes
486,6,Vascular
487,3,Neurons
488,6,Vascular
489,1,Ependymal
490,0,Astrocytes
491,3,Neurons
492,5,PeripheralGlia
493,3,Neurons
494,3,Neurons
495,3,Neurons
496,4,Oligos
497,6,Vascular
498,3,Neurons
499,3,Neurons
500,5,PeripheralGlia
501,0,Astrocytes
502,3,Neurons
503,3,Neurons
504,3,Neurons
505,0,Astrocytes
506,0,Astrocytes
507,5,PeripheralGlia
508,3,Neurons
509,6,Vascular
510,6,Vascular
511,5,PeripheralGlia
512,4,Oligos
513,2,Immune
514,5,PeripheralGlia
515,0,Astrocytes
516,6,Vascular
517,3,Neurons
518,4,Oligos
519,3,Neurons
520,3,Neurons
521,3,Neurons
522,0,Astrocytes
523,3,Neurons
524,6,Vascular
525,0,Astrocytes
526,2,Immune
527,6,Vascular
528,5,PeripheralGlia
529,0,Astrocytes
530,0,Astrocytes
531,5,PeripheralGlia
532,0,Astrocytes
533,3,Neurons
534,3,Neurons
535,0,Astrocytes
536,4,Oligos
537,6,Vascular
538,3,Neurons
539,3,Neurons
540,3,Neurons
541,3,Neurons
542,5,PeripheralGlia
543,3,Neurons
544,1,Ependymal
545,3,Neurons
546,3,Neurons
547,3,Neurons
548,6,Vascular
549,3,Neurons
550,3,Neurons
551,0,Astrocytes
552,3,Neurons
553,3,Neurons
554,3,Neurons
555,5,PeripheralGlia
556,6,Vascular
557,6,Vascular
558,3,Neurons
559,3,Neurons
560,3,Neurons
561,4,Oligos
562,3,Neurons
563,0,Astrocytes
564,3,Neurons
565,6,Vascular
566,3,Neurons
567,3,Neurons
568,3,Neurons
569,3,Neurons
570,3,Neurons
571,6,Vascular
572,3,Neurons
573,3,Neurons
574,0,Astrocytes
575,3,Neurons
576,4,Oligos
577,1,Ependymal
578,4,Oligos
579,0,Astrocytes
580,5,PeripheralGlia
581,3,Neurons
582,5,PeripheralGlia
583,3,Neurons
584,5,PeripheralGlia
585,0,Astrocytes
586,5,PeripheralGlia
587,0,Astrocytes
588,3,Neurons
589,3,Neurons
590,3,Neurons
591,3,Neurons
592,6,Vascular
593,3,Neurons
594,2,Immune
595,3,Neurons
596,3,Neurons
597,0,Astrocytes
598,0,Astrocytes
599,1,Ependymal
600,3,Neurons
601,2,Immune
602,3,Neurons
603,3,Neurons
604,1,Ependymal
605,3,Neurons
606,5,PeripheralGlia
607,0,Astrocytes
608,3,Neurons
609,3,Neurons
610,3,Neurons
611,5,PeripheralGlia
612,5,PeripheralGlia
613,0,Astrocytes
614,3,Neurons
615,6,Vascular
616,3,Neurons
617,3,Neurons
618,1,Ependymal
619,1,Ependymal
620,1,Ependymal
621,5,PeripheralGlia
622,3,Neurons
623,3,Neurons
624,3,Neurons
625,5,PeripheralGlia
626,2,Immune
627,5,PeripheralGlia
628,0,Astrocytes
629,6,Vascular
630,5,PeripheralGlia
631,3,Neurons
632,3,Neurons
633,3,Neurons
634,4,Oligos
635,4,Oligos
636,3,Neurons
637,4,Oligos
638,3,Neurons
639,1,Ependymal
640,3,Neurons
641,2,Immune
642,3,Neurons
643,3,Neurons
644,0,Astrocytes
645,3,Neurons
646,0,Astrocytes
647,5,PeripheralGlia
648,1,Ependymal
649,0,Astrocytes
650,3,Neurons
651,0,Astrocytes
652,3,Neurons
653,0,Astrocytes
654,4,Oligos
655,5,PeripheralGlia
656,1,Ependymal
657,4,Oligos
658,3,Neurons
659,5,PeripheralGlia
660,1,Ependymal
661,3,Neurons
662,3,Neurons
663,0,Astrocytes
664,1,Ependymal
665,4,Oligos
666,3,Neurons
667,0,Astrocytes
668,5,PeripheralGlia
669,1,Ependymal
670,6,Vascular
671,3,Neurons
672,3,Neurons
673,0,Astrocytes
674,3,Neurons
675,4,Oligos
676,6,Vascular
677,4,Oligos
678,3,Neurons
679,0,Astrocytes
680,0,Astrocytes
681,3,Neurons
682,5,PeripheralGlia
683,3,Neurons
684,3,Neurons
685,3,Neurons
686,3,Neurons
687,3,Neurons
688,3,Neurons
689,3,Neurons
690,3,Neurons
691,4,Oligos
692,3,Neurons
693,6,Vascular
694,3,Neurons
695,6,Vascular
696,3,Neurons
697,4,Oligos
698,0,Astrocytes
699,3,Neurons
700,4,Oligos
701,2,Immune
702,0,Astrocytes
703,5,PeripheralGlia
704,3,Neurons
705,3,Neurons
706,4,Oligos
707,2,Immune
708,6,Vascular
709,3,Neurons
710,3,Neurons
711,3,Neurons
712,2,Immune
713,3,Neurons
714,3,Neurons
715,4,Oligos
716,3,Neurons
717,3,Neurons
718,3,Neurons
719,3,Neurons
720,3,Neurons
721,3,Neurons
722,0,Astrocytes
723,3,Neurons
724,3,Neurons
725,5,PeripheralGlia
726,0,Astrocytes
727,5,PeripheralGlia
728,0,Astrocytes
729,3,Neurons
730,3,Neurons
731,6,Vascular
732,3,Neurons
733,3,Neurons
734,3,Neurons
735,3,Neurons
736,4,Oligos
737,5,PeripheralGlia
738,3,Neurons
739,3,Neurons
740,3,Neurons
741,3,Neurons
742,3,Neurons
743,3,Neurons
744,3,Neurons
745,3,Neurons
746,3,Neurons
747,1,Ependymal
748,3,Neurons
749,5,PeripheralGlia
750,3,Neurons
751,3,Neurons
752,3,Neurons
753,4,Oligos
754,1,Ependymal
755,4,Oligos
756,1,Ependymal
757,3,Neurons
758,4,Oligos
759,5,PeripheralGlia
760,3,Neurons
761,3,Neurons
762,6,Vascular
763,5,PeripheralGlia
764,1,Ependymal
765,1,Ependymal
766,3,Neurons
767,3,Neurons
768,4,Oligos
769,0,Astrocytes
770,4,Oligos
771,4,Oligos
772,4,Oligos
773,2,Immune
774,3,Neurons
775,0,Astrocytes
776,3,Neurons
777,3,Neurons
778,1,Ependymal
779,4,Oligos
780,5,PeripheralGlia
781,3,Neurons
782,1,Ependymal
783,3,Neurons
784,0,Astrocytes
785,0,Astrocytes
786,3,Neurons
787,3,Neurons
788,6,Vascular
789,3,Neurons
790,3,Neurons
791,3,Neurons
792,5,PeripheralGlia
793,3,Neurons
794,4,Oligos
795,3,Neurons
796,3,Neurons
797,3,Neurons
798,3,Neurons
799,0,Astrocytes
800,4,Oligos
801,3,Neurons
802,0,Astrocytes
803,1,Ependymal
804,3,Neurons
805,3,Neurons
806,3,Neurons
807,0,Astrocytes
808,3,Neurons
809,2,Immune
810,6,Vascular
811,0,Astrocytes
812,5,PeripheralGlia
813,3,Neurons
814,1,Ependymal
815,6,Vascular
816,3,Neurons
817,3,Neurons
818,3,Neurons
819,1,Ependymal
820,3,Neurons
821,3,Neurons
822,1,Ependymal
823,1,Ependymal
824,6,Vascular
825,3,Neurons
826,0,Astrocytes
827,1,Ependymal
828,3,Neurons
829,3,Neurons
830,3,Neurons
831,6,Vascular
832,1,Ependymal
833,3,Neurons
834,3,Neurons
835,1,Ependymal
836,6,Vascular
837,3,Neurons
838,6,Vascular
839,3,Neurons
840,1,Ependymal
841,1,Ependymal
842,3,Neurons
843,0,Astrocytes
844,0,Astrocytes
845,6,Vascular
846,3,Neurons
847,3,Neurons
848,1,Ependymal
849,0,Astrocytes
850,5,PeripheralGlia
851,3,Neurons
852,3,Neurons
853,3,Neurons
854,3,Neurons
855,3,Neurons
856,3,Neurons
857,3,Neurons
858,4,Oligos
859,3,Neurons
860,3,Neurons
861,3,Neurons
862,0,Astrocytes
863,4,Oligos
864,3,Neurons
865,6,Vascular
866,3,Neurons
867,3,Neurons
868,0,Astrocytes
869,3,Neurons
870,3,Neurons
871,1,Ependymal
872,3,Neurons
873,3,Neurons
874,5,PeripheralGlia
875,3,Neurons
876,3,Neurons
877,3,Neurons
878,5,PeripheralGlia
879,5,PeripheralGlia
880,3,Neurons
881,0,Astrocytes
882,7,ambiguous
883,3,Neurons
884,3,Neurons
885,6,Vascular
886,3,Neurons
887,5,PeripheralGlia
888,3,Neurons
889,3,Neurons
890,6,Vascular
891,4,Oligos
892,0,Astrocytes
893,3,Neurons
894,3,Neurons
895,3,Neurons
896,3,Neurons
897,5,PeripheralGlia
898,6,Vascular
899,7,ambiguous
900,3,Neurons
901,3,Neurons
902,3,Neurons
903,6,Vascular
904,1,Ependymal
905,3,Neurons
906,3,Neurons
907,3,Neurons
908,3,Neurons
909,5,PeripheralGlia
910,1,Ependymal
911,3,Neurons
912,3,Neurons
913,6,Vascular
914,5,PeripheralGlia
915,3,Neurons
916,6,Vascular
917,5,PeripheralGlia
918,4,Oligos
919,3,Neurons
920,5,PeripheralGlia
921,3,Neurons
922,3,Neurons
923,3,Neurons
924,3,Neurons
925,3,Neurons
926,3,Neurons
927,2,Immune
928,6,Vascular
929,4,Oligos
930,3,Neurons
931,6,Vascular
932,3,Neurons
933,3,Neurons
934,3,Neurons
935,4,Oligos
936,3,Neurons
937,1,Ependymal
938,6,Vascular
939,3,Neurons
940,3,Neurons
941,3,Neurons
942,3,Neurons
943,3,Neurons
944,1,Ependymal
945,3,Neurons
946,6,Vascular
947,5,PeripheralGlia
948,3,Neurons
949,3,Neurons
950,7,ambiguous
951,4,Oligos
952,3,Neurons
953,3,Neurons
954,6,Vascular
955,0,Astrocytes
956,3,Neurons
957,3,Neurons
958,3,Neurons
959,3,Neurons
960,3,Neurons
961,3,Neurons
962,3,Neurons
963,3,Neurons
964,3,Neurons
965,3,Neurons
966,3,Neurons
967,3,Neurons
968,3,Neurons
969,1,Ependymal
970,3,Neurons
971,0,Astrocytes
972,3,Neurons
973,1,Ependymal
974,4,Oligos
975,3,Neurons
976,4,Oligos
977,3,Neurons
978,2,Immune
979,3,Neurons
980,2,Immune
981,6,Vascular
982,6,Vascular
983,3,Neurons
984,3,Neurons
985,3,Neurons
986,3,Neurons
987,1,Ependymal
988,5,PeripheralGlia
989,3,Neurons
990,3,Neurons
991,3,Neurons
992,0,Astrocytes
993,3,Neurons
994,1,Ependymal
995,1,Ependymal
996,7,ambiguous
997,3,Neurons
998,3,Neurons
999,6,Vascular
1000,3,Neurons
1001,3,Neurons
1002,0,Astrocytes
1003,3,Neurons
1004,1,Ependymal
1005,0,Astrocytes
1006,6,Vascular
1007,3,Neurons
1008,3,Neurons
1009,3,Neurons
1010,3,Neurons
1011,3,Neurons
1012,6,Vascular
1013,3,Neurons
1014,1,Ependymal
1015,4,Oligos
1016,3,Neurons
1017,6,Vascular
1018,0,Astrocytes
1019,1,Ependymal
1020,3,Neurons
1021,3,Neurons
1022,4,Oligos
1023,5,PeripheralGlia
1024,3,Neurons
1025,0,Astrocytes
1026,4,Oligos
1027,3,Neurons
1028,4,Oligos
1029,3,Neurons
1030,3,Neurons
1031,0,Astrocytes
1032,4,Oligos
1033,4,Oligos
1034,3,Neurons
1035,3,Neurons
1036,4,Oligos
1037,1,Ependymal
1038,3,Neurons
1039,0,Astrocytes
1040,3,Neurons
1041,4,Oligos
1042,6,Vascular
1043,5,PeripheralGlia
1044,4,Oligos
1045,3,Neurons
1046,0,Astrocytes
1047,3,Neurons
1048,2,Immune
1049,4,Oligos
1050,1,Ependymal
1051,4,Oligos
1052,5,PeripheralGlia
1053,6,Vascular
1054,0,Astrocytes
1055,3,Neurons
1056,3,Neurons
1057,3,Neurons
1058,5,PeripheralGlia
1059,3,Neurons
1060,3,Neurons
1061,3,Neurons
1062,3,Neurons
1063,3,Neurons
1064,3,Neurons
1065,1,Ependymal
1066,6,Vascular
1067,3,Neurons
1068,3,Neurons
1069,3,Neurons
1070,3,Neurons
1071,3,Neurons
1072,3,Neurons
1073,1,Ependymal
1074,3,Neurons
1075,5,PeripheralGlia
1076,3,Neurons
1077,3,Neurons
1078,2,Immune
1079,3,Neurons
1080,3,Neurons
1081,3,Neurons
1082,0,Astrocytes
1083,3,Neurons
1084,0,Astrocytes
1085,0,Astrocytes
1086,3,Neurons
1087,0,Astrocytes
1088,1,Ependymal
1089,3,Neurons
1090,3,Neurons
1091,3,Neurons
1092,3,Neurons
1093,5,PeripheralGlia
1094,3,Neurons
1095,3,Neurons
1096,5,PeripheralGlia
1097,1,Ependymal
1098,3,Neurons
1099,3,Neurons
1100,3,Neurons
1101,1,Ependymal
1102,3,Neurons
1103,0,Astrocytes
1104,3,Neurons
1105,3,Neurons
1106,6,Vascular
1107,4,Oligos
1108,3,Neurons
1109,3,Neurons
1110,4,Oligos
1111,3,Neurons
1112,4,Oligos
1113,0,Astrocytes
1114,0,Astrocytes
1115,6,Vascular
1116,0,Astrocytes
1117,5,PeripheralGlia
1118,1,Ependymal
1119,3,Neurons
1120,3,Neurons
1121,4,Oligos
1122,3,Neurons
1123,1,Ependymal
1124,2,Immune
1125,4,Oligos
1126,0,Astrocytes
1127,4,Oligos
1128,6,Vascular
1129,3,Neurons
1130,4,Oligos
1131,3,Neurons
1132,2,Immune
1133,5,PeripheralGlia
1134,1,Ependymal
1135,4,Oligos
1136,3,Neurons
1137,0,Astrocytes
1138,3,Neurons
1139,3,Neurons
1140,3,Neurons
1141,3,Neurons
1142,5,PeripheralGlia
1143,3,Neurons
1144,3,Neurons
1145,3,Neurons
1146,3,Neurons
1147,0,Astrocytes
1148,4,Oligos
1149,3,Neurons
1150,3,Neurons
1151,3,Neurons
1152,1,Ependymal
1153,0,Astrocytes
1154,3,Neurons
1155,1,Ependymal
1156,3,Neurons
1157,3,Neurons
1158,3,Neurons
1159,3,Neurons
1160,3,Neurons
1161,0,Astrocytes
1162,4,Oligos
1163,5,PeripheralGlia
1164,4,Oligos
1165,3,Neurons
1166,1,Ependymal
1167,0,Astrocytes
1168,5,PeripheralGlia
1169,3,Neurons
1170,3,Neurons
1171,3,Neurons
1172,2,Immune
1173,3,Neurons
1174,4,Oligos
1175,6,Vascular
1176,6,Vascular
1177,3,Neurons
1178,3,Neurons
1179,3,Neurons
1180,3,Neurons
1181,3,Neurons
1182,4,Oligos
1183,0,Astrocytes
1184,3,Neurons
1185,3,Neurons
1186,5,PeripheralGlia
1187,6,Vascular
1188,1,Ependymal
1189,4,Oligos
1190,4,Oligos
1191,5,PeripheralGlia
1192,6,Vascular
1193,3,Neurons
1194,3,Neurons
1195,0,Astrocytes
1196,2,Immune
1197,4,Oligos
1198,0,Astrocytes
1199,3,Neurons
1200,3,Neurons
1201,5,PeripheralGlia
1202,3,Neurons
1203,3,Neurons
1204,3,Neurons
1205,3,Neurons
1206,3,Neurons
1207,4,Oligos
1208,3,Neurons
1209,6,Vascular
1210,3,Neurons
1211,3,Neurons
1212,5,PeripheralGlia
1213,3,Neurons
1214,3,Neurons
1215,3,Neurons
1216,5,PeripheralGlia
1217,3,Neurons
1218,0,Astrocytes
1219,5,PeripheralGlia
1220,6,Vascular
1221,6,Vascular
1222,3,Neurons
1223,4,Oligos
1224,1,Ependymal
1225,1,Ependymal
1226,3,Neurons
1227,3,Neurons
1228,5,PeripheralGlia
1229,3,Neurons
1230,6,Vascular
1231,3,Neurons
1232,5,PeripheralGlia
1233,3,Neurons
1234,4,Oligos
1235,5,PeripheralGlia
1236,3,Neurons
1237,3,Neurons
1238,3,Neurons
1239,3,Neurons
1240,4,Oligos
1241,6,Vascular
1242,5,PeripheralGlia
1243,0,Astrocytes
1244,3,Neurons
1245,3,Neurons
1246,3,Neurons
1247,3,Neurons
1248,3,Neurons
1249,5,PeripheralGlia
1250,6,Vascular
1251,4,Oligos
1252,3,Neurons
1253,5,PeripheralGlia
1254,6,Vascular
1255,4,Oligos
1256,3,Neurons
1257,4,Oligos
1258,6,Vascular
1259,3,Neurons
1260,3,Neurons
1261,6,Vascular
1262,3,Neurons
1263,1,Ependymal
1264,3,Neurons
1265,3,Neurons
1266,2,Immune
1267,0,Astrocytes
1268,6,Vascular
1269,3,Neurons
1270,0,Astrocytes
1271,3,Neurons
1272,1,Ependymal
1273,3,Neurons
1274,0,Astrocytes
1275,5,PeripheralGlia
1276,3,Neurons
1277,2,Immune
1278,0,Astrocytes
1279,0,Astrocytes
1280,3,Neurons
1281,4,Oligos
1282,3,Neurons
1283,3,Neurons
1284,3,Neurons
1285,1,Ependymal
1286,3,Neurons
1287,3,Neurons
1288,3,Neurons
1289,3,Neurons
1290,3,Neurons
1291,3,Neurons
1292,5,PeripheralGlia
1293,3,Neurons
1294,0,Astrocytes
1295,3,Neurons
1296,3,Neurons
1297,2,Immune
1298,3,Neurons
1299,2,Immune
1300,3,Neurons
1301,3,Neurons
1302,3,Neurons
1303,3,Neurons
1304,3,Neurons
1305,3,Neurons
1306,3,Neurons
1307,3,Neurons
1308,3,Neurons
1309,3,Neurons
1310,0,Astrocytes
1311,3,Neurons
1312,3,Neurons
1313,1,Ependymal
1314,6,Vascular
1315,1,Ependymal
1316,1,Ependymal
1317,3,Neurons
1318,3,Neurons
1319,3,Neurons
1320,5,PeripheralGlia
1321,3,Neurons
1322,3,Neurons
1323,3,Neurons
1324,3,Neurons
1325,6,Vascular
1326,3,Neurons
1327,5,PeripheralGlia
1328,3,Neurons
1329,3,Neurons
1330,3,Neurons
1331,3,Neurons
1332,0,Astrocytes
1333,3,Neurons
1334,3,Neurons
1335,2,Immune
1336,6,Vascular
1337,0,Astrocytes
1338,1,Ependymal
1339,3,Neurons
1340,3,Neurons
1341,3,Neurons
1342,2,Immune
1343,3,Neurons
1344,3,Neurons
1345,5,PeripheralGlia
1346,1,Ependymal
1347,3,Neurons
1348,3,Neurons
1349,1,Ependymal
1350,3,Neurons
1351,3,Neurons
1352,6,Vascular
1353,1,Ependymal
1354,3,Neurons
1355,4,Oligos
1356,0,Astrocytes
1357,3,Neurons
1358,0,Astrocytes
1359,3,Neurons
1360,3,Neurons
1361,1,Ependymal
1362,3,Neurons
1363,3,Neurons
1364,3,Neurons
1365,3,Neurons
1366,4,Oligos
1367,3,Neurons
1368,3,Neurons
1369,3,Neurons
1370,0,Astrocytes
1371,5,PeripheralGlia
1372,3,Neurons
1373,0,Astrocytes
1374,3,Neurons
1375,3,Neurons
1376,3,Neurons
1377,3,Neurons
1378,6,Vascular
1379,4,Oligos
1380,3,Neurons
1381,3,Neurons
1382,3,Neurons
1383,3,Neurons
1384,0,Astrocytes
1385,3,Neurons
1386,4,Oligos
1387,3,Neurons
1388,5,PeripheralGlia
1389,5,PeripheralGlia
1390,3,Neurons
1391,3,Neurons
1392,5,PeripheralGlia
1393,3,Neurons
1394,3,Neurons
1395,3,Neurons
1396,3,Neurons
1397,6,Vascular
1398,4,Oligos
1399,0,Astrocytes
1400,5,PeripheralGlia
1401,3,Neurons
1402,3,Neurons
1403,3,Neurons
1404,5,PeripheralGlia
1405,3,Neurons
1406,6,Vascular
1407,5,PeripheralGlia
1408,3,Neurons
1409,2,Immune
